TEXT,POSITIVE,NEGATIVE,NEUTRAL
qatar gitu lho negara kaya dia bisa bilang klo ga suka aturan kami ya ga usah datang kereen,0.002834965940564871,0.9940025210380554,0.003162480890750885
disamping bangun banyak stadion qatar mungkin bangun banyak penjara jg kayaknya wkwkwk,0.025144563987851143,0.325041264295578,0.6498141288757324
keren,0.9992368221282959,0.00046699726954102516,0.00029624905437231064
yg protes tp ga mampu pergi mending diem dah,0.0038326599169522524,0.9953334927558899,0.0008338053594343364
i see these prohibitions i see some sjws,0.23212596774101257,0.5187941193580627,0.24907992780208588
gak resmi dari pihak penyelenggara itu min hoax itu klo bisa lgsg di take down dong karena ga credible,0.0007847066735848784,0.9984317421913147,0.0007835527649149299
ini baru pildun halal,0.0011608070926740766,0.0028322157450020313,0.9960069060325623
masya allah tabarakallah,0.9898395538330078,0.004877481143921614,0.005283039528876543
gas air mata boleh kan ya,0.007558531127870083,0.020805243402719498,0.9716362357139587
aku takut mikirin orang amerika di qatar nanti malah melanggar peraturan demi menyuarakan representasi &amp paham miring,0.0001437681494280696,0.9991349577903748,0.0007212943164631724
hm,0.007147913798689842,0.992155909538269,0.000696164439432323
ngapain sih qatar ngurusi lgbt urus dulu prestasi timnasnya ya ga kak,0.004704146645963192,0.9754383563995361,0.01985747180879116
kaum pelangi kepanasan jiahhh,0.05638701468706131,0.9304847717285156,0.013128197751939297
setuju sih,0.9872734546661377,0.011782268062233925,0.000944200437515974
mantap,0.9991832375526428,0.00042897171806544065,0.00038779652095399797
beautiful,0.9985063672065735,0.001057885936461389,0.00043576688040047884
you can tell already it would be boring as hell especially for western supporters,0.14075705409049988,0.8515899181365967,0.007652970030903816
orang indo goblok apa gimana mau lu protes apapun ga ngaruh dirt aja lu dianggap sampah,0.00044884439557790756,0.9992243051528931,0.00032679480500519276
pemerintah disana kadrun mabuk agama wkwkwkwkwk,0.00015477859415113926,0.9993076324462891,0.0005375301698222756
hmm jadi peluang apakah bener toleransi bakalan diterapin atau one sided,0.0025445527862757444,0.983795166015625,0.013660277239978313
masyaallah,0.9684284925460815,0.02873123809695244,0.0028403131291270256
ada buzzer yang ngatain radikal gak ya disana,0.0004057092883158475,0.998767614364624,0.0008266683435067534
wkwkkw ada yg ketar ketir noh,0.0003634168824646622,0.998275876045227,0.0013607587898150086
kadrun pada protes,0.0026128545869141817,0.41585561633110046,0.5815315842628479
stay halal brader,0.8963398337364197,0.015430639497935772,0.08822956681251526
dimana bumi dipijak disitu langit dijunjung,0.08330322802066803,0.8297340869903564,0.0869627594947815
haha,0.9953044652938843,0.002821060363203287,0.0018745765555649996
gakan ada lagi pildun di qatar nyusah²in,0.00021864894370082766,0.9979994893074036,0.0017817988991737366
sebagai orang yang tinggal di qatar dari awal liat poster ini juga udah ngerasa aneh banget ada aturan begitu qatar emang negara muslim tapi ga segitunyaaaa,0.006559138651937246,0.9916063547134399,0.0018345611169934273
pildun ter syariah sepanjang sejarah pildun,0.010306884534657001,0.0009490560623817146,0.9887440204620361
apa kabar dengan perbudakan modern di qatar,0.0026324864011257887,0.7951172590255737,0.20225028693675995
wow keren juga qatar,0.9990133047103882,0.0005719105247408152,0.00041474972385913134
keren,0.9992368221282959,0.00046699726954102516,0.00029624905437231064
bawa ak sama detonator boleh ga,0.0007999080116860569,0.031525783240795135,0.9676743149757385
haraman mana alkohol sama daging babi,0.0002849860757123679,0.9993788003921509,0.00033615948632359505
yahahahah mantap,0.9990301132202148,0.0005538520636036992,0.0004159515956416726
the last one is,0.9354515075683594,0.02695002593100071,0.03759842365980148
gak bayar pekerja migran pekerja migran meninggal karena hidup gak layak we sleep bule pake kaos pelangi real shittttt yall taking us to hellrespekt kulture,0.003211886389181018,0.9914066791534424,0.00538141094148159
yes i get it your culture is underpaying or not paying migrant workers &amp making them live in terrible conditions causing them to die due to inhumane treatment &amp being overworked,0.003415370127186179,0.9957144856452942,0.0008700879407115281
tapi,0.013174346648156643,0.9837318658828735,0.0030938321724534035
omg they coming for you i fear,0.9544069170951843,0.03633994609117508,0.009253120049834251
halah halah halah,0.0009502476896159351,0.9982511401176453,0.0007985631818883121
mbanya kali yang sleep lah orang orang sini juga sebelum wc dimulai udah pada kritik dan concern ke kasus pekerja itu,0.0008022117544896901,0.9981951117515564,0.001002744771540165
pekerja migran meninggal karena hidup ga layak ini statement yg sangat serius ada sumber primer terpercaya kah jangan semua orang tidur karena memang klaim ini ga didukung data dan hanya sumber konon katanya,0.0005457183578982949,0.9984191656112671,0.0010351593373343349
negara lain sudah bicara teknologi kita masih bicarain negara lain coki,0.00017268958617933095,0.9976842403411865,0.0021431180648505688
mungkin emang bbrp foreign labor yg low skill emang underpaid tapi catatan ada orang yg meninggal hanya untuk pildun apa ngga curiga statistiknya itu perang apa gimana tentunya negara asli migran udah teriak kan,0.0002451292530167848,0.998945415019989,0.0008094918448477983
ni cwe kenapa sih,0.0007998249493539333,0.9987344145774841,0.00046576245222240686
geopolitik ga sesederhana itu,0.23858685791492462,0.7022060751914978,0.059207040816545486
naah iya kan setuju bgt pas bagian real shit yall taking us to hell say it louder,0.03928099200129509,0.9558558464050293,0.004863130394369364
ramein yok kasian,0.00022575809271074831,0.9990345239639282,0.0007397932931780815
pembela lgbt kenapa selalu benturin kasus qatar dengan penolakan qatar tentang lgbt yah kalo mau bahas kasus ham tuh orang eropa aja pada standar ganda lgbt di belain tapi kasus kemanusiaan yang di bela cuman bangsa nya sendiri doang,0.00024006400781217963,0.9992528557777405,0.0005070183542557061
terus di indo leboh baik gitu tenaga asing jauh lebih dibayar mahal ketimbang warga negaranya sendiri,0.0003820201673079282,0.9992191791534424,0.0003987784148193896
contoh mbak kalo malem bukannya tidur malah ot,0.0010608332231640816,0.9886224865913391,0.01031670905649662
semangat sebar hoax terus bang,0.008014614693820477,0.9915345311164856,0.0004508432175498456
fafifu wasweswos tapi nge hoax dan gak dikasih sumber berita terkait dan kredibel terpercaya,0.0003506728389766067,0.998776376247406,0.0008729265537112951
terus dengan respect sama lgbt bisa nutupin masalah imigran kok aneh ya bukannya fokus sama isunya tapi malah maksain ideologi sendiri,0.00022644085402134806,0.9994065761566162,0.00036703451769426465
udah mbaa diem mbaa maluu,0.002000583801418543,0.9973158240318298,0.0006835656240582466
all of you should watch this,0.0886484682559967,0.02725258097052574,0.884099006652832
orang dari india dan pakistan yg senegara dengan korban meninggal mereka tetep merayakan piala dunia dateng dan menghormati aturan lah ini ada orang dari negara yg ga terkenal kalau ga salah namanya indskizofrenia ga suka bola ga dateng langsung tapi merasa sok paling tau,0.09110170602798462,0.8968645334243774,0.01203376054763794
bisa nya gw kira lu gak ngebayar karyawan lu trus lu sakit kepala migran,0.00018776641809381545,0.9994670748710632,0.0003452036762610078
emg siapa yg bilang pekerja migran meninggal karena hidup gk layak cnn bbc kan mreka kan pembela lgbt garis keras media bencong problematik emv jagonya mutar balikin fakta sih,0.0014389129355549812,0.997930645942688,0.0006304354756139219
badut alphabet person,0.0017557095270603895,0.0006552443956024945,0.9975889921188354
beda konteks dong,0.005162464454770088,0.9921919703483582,0.002645593835040927
thats two seperate issue no one likes slavery,0.00581754744052887,0.9889750480651855,0.005207405891269445
kesalahannya di negara sebagai penyelenggara atau kontraktor yg di tunjuk sebagai pembangun nih baca full investigasi cover boothside apa modal baca headline bias karena kampanye lgbtq dilarang kegocek ama media bule aku open minded,0.0012987578520551324,0.9974132180213928,0.00128808559384197
udah ngecek smartphone sm baju mbaknya yg buat pekerja dr negara mana sm digaji brp oh ya mbak kebetulan yg ngebom &amp invasi timur tengah jg yg keras bgt teriak lgb,0.00036747221020050347,0.9986850619316101,0.0009474364342167974
points,0.048737525939941406,0.949195146560669,0.0020672930404543877
coba deh liat video ini,0.037261828780174255,0.4423092007637024,0.5204290151596069
hubungannya apa kaos homo sama isu buruh migran di qatar,0.0005483332206495106,0.0017069611931219697,0.9977447986602783
g bayar pekerja migran migran meninggal we sleep qatar larang atribut lgbt anti ham anti minoritas close minded see sama aj kok cmn make isu lain buat pembenaran aja,0.00024449394550174475,0.9983834028244019,0.0013721076538786292
sejak kapan kita ga marah sama kasus pekerja migran wkwkwkwk mending lo cari tau lagi lah,0.000657206866890192,0.9985668063163757,0.0007759698200970888
kamu mendukung lgbt y mba xixi,0.21239019930362701,0.005466151051223278,0.7821437120437622
jaka sembung bawa golok,0.006473851390182972,0.9539006352424622,0.03962551802396774
mbak kamu lesbi ya,0.00097567995544523,0.9967323541641235,0.0022919373586773872
hilih,0.6278343796730042,0.24393074214458466,0.1282348334789276
ya intinya dalam dua hal tersebut tidak ada satupun yang dibenarkan sama islam,0.08595059812068939,0.7069035172462463,0.2071458399295807
so dzholim is part of their culture,0.5024377107620239,0.48286035656929016,0.014701968058943748
lagi argumen whataboutism basi,0.0004583398695103824,0.9990115165710449,0.0005301072378642857
nih cewek agak asu ya,0.11254610121250153,0.8702153563499451,0.01723858155310154
logika nya kemana ga setuju x bukan berarti otomatis setuju dan mendukung y oh ya kalau liat likes nya sih pantes ya emg agak lain org nya,0.0007999915978871286,0.9985957741737366,0.0006041965680196881
logikanya mirip judul berita kopet news hal berbeda dipaksa untuk bergabung,0.0013624416897073388,0.9756712913513184,0.022966278716921806
whataboutism at its best,0.8044765591621399,0.1731216013431549,0.022401781752705574
goblok,0.0012737837387248874,0.9982842803001404,0.0004419579927343875
opini yang buruk sekarang lanjut tidur mu,0.00024933816166594625,0.9991581439971924,0.0005925591103732586
korelasi,0.013816599734127522,0.971960723400116,0.014222696423530579
suka ngarang cerita sendiri terus marah marah sendiri ini daki nyamuk,0.0002740503114182502,0.9994356036186218,0.0002903430722653866
nah,0.0013542133383452892,0.9982349872589111,0.0004107413988094777
jadi maunya yg protes lgbt itu protes juga soal bayaran pekerja migran dibwg standar klo udah ntar disuruh juga protes xploitasi alam sogokan kelurahan keruwetan birokrasi lama disuruh juga nangkep koruptor copet pelaku pelecehan dan memberantas bullying,0.0001728591596474871,0.9995205402374268,0.0003066526260226965
minimal kalo mau ngasih kritikan pake analogical case itu yang apple to apple,0.1236749216914177,0.29978346824645996,0.5765416026115417
lmao do ur research first aint nobody sleep on that,0.008976859971880913,0.5487606525421143,0.4422625005245209
lah dia baru treak soal pekerja migrannya awokaowkaowk,0.007867539301514626,0.9824526309967041,0.009679833427071571
pakabar pyramid mesir wkw perlu dibawa juga ga nih underpaidnya wkw,0.16074462234973907,0.08151271194219589,0.757742702960968
gua dh komen kek lo dari sblm wwc dimulai iya bener di qatar selama pembangunan stadion trjd perbudakan scr tidak langsung tapi klo dijadikan bahan compare sama larangan lgbt gk nyambung perbudakan itu masalah kemanusiaan disana bkn govt ny yg bkin perbudakan tapi,0.00039868155727162957,0.9992089867591858,0.00039236171869561076
people supporting lgbt be like qatar dosent have a humanity meanwhile in palestine many people have been killed every year but they close their eyes to this,0.9942089319229126,0.003442458575591445,0.0023486220743507147
isu perlakuan pemerintah qatar terhadap pekerja migran itu boleh dan sah aja untuk didiskusikan itu baru beneran soal ham tapi isu tsb ga ada hubungannya dgn lgbt yg jelas sudah dilarang scr agama dan hukum di qatar jangan cari celah untuk membenarkan penyimpangan kalian,0.003172418335452676,0.9931031465530396,0.0037245023995637894
yg sok ngejudge qatar kan bule mrk protes mengenai pekerja migran tapi kenapa kok diam saja ngga ad yg maksa pake armband hitam maupun protes mengheningkan cipta malah maksa pake pelangi apa karena kontraktornya juga orang eropa dan selama ini mereka juga diam saja,0.0005197431892156601,0.9990829229354858,0.00039738076156936586
maaf tapi kamu tolol,0.00035539522650651634,0.9992295503616333,0.00041511081508360803
membentur kan case lain dengan pemahaman ideologi lgbt komedi sekali ya wkwkwk,0.7078033685684204,0.25801512598991394,0.03418153151869774
bicit,0.8518266081809998,0.14529071748256683,0.0028826307971030474
bayarin dong jangan fafifu was wes wos,0.000439821946201846,0.9895612597465515,0.009998924098908901
aduh maaf,0.000935691874474287,0.9983950257301331,0.0006692307069897652
terus kalau seandainya qatar ngebolehin kasus lgbt ini emang bisa nutupin masalah imigran beda masalah dan kaum kaum pro ini malah maksain ideologi mereka dengan kasus yg berbeda udahmah psikis cacat otak juga cacat,0.0002229496167274192,0.9994268417358398,0.00035023351665586233
btw pekerja hired by qountry ya bukanya banyak perusahan vendor yg nyari pekerja sebanyak banyaknya salah qatar juga kalau lalai dalam pengawasan lgbt tudah diwanti dari awal jngn bawa anjing ke rumah mereka masih bawa itu full goblog namanya,0.00061795674264431,0.9988289475440979,0.0005530634662136436
cacat logika,0.000677422562148422,0.9990341663360596,0.00028843761538155377
woww pembela lgbt ya mbanya koar mulu,0.002002357505261898,0.9962816834449768,0.0017159375129267573
lgbt lgbt aja goblog,0.040297821164131165,0.9421106576919556,0.01759154722094536
mmpos lgbt sampis,0.005774968769401312,0.8214511275291443,0.17277388274669647
lucu anda perbedaan migrant case ama ideologi negara gabisa,0.0011211753590032458,0.977807343006134,0.02107148803770542
naon sih umak teu jelas,0.015082222409546375,0.9753136038780212,0.009604166261851788
gjls,0.006464649923145771,0.9915531277656555,0.0019822041504085064
kamu ngapain pas tau ada pekerja migran meninggal karena hidup ga layak,0.00028092548018321395,0.9969524145126343,0.0027666050009429455
ngomong campur inggris gak bikin omongan lu jadi bener,0.0017373379087075591,0.9965619444847107,0.001700700493529439
wkwkw ini mah kyk lu mau bertamu ke rumah org terus sama tuan rumahnya disuruh buka sepatu dan jangan ngerokok di dalam rumah dan lu marah karena ga bisa pake sepatu dan ga bisa ngerokok di dalam rumah karena lu g mau diatur lu malah nyebarin aib si pemilik rumah ke semua org,0.0001940248184837401,0.9994040727615356,0.00040191545849666
bacot taik,0.0006238922942429781,0.998202919960022,0.0011731385020539165
gak bayar pekerja migran tp bayar penonton bayaran itu gmn ceritanya,0.000986610073596239,0.9903247356414795,0.008688646368682384
katanya lgbt kaum rentan tp kenapa suka cri ribut,0.0004029896517749876,0.9980888962745667,0.0015080906450748444
hahaha cacat logika lagi,0.0006504736375063658,0.9990155696868896,0.00033395574428141117
kemana aja mbak dari kemarin juga rame bahas pekerja imigran yang jadi korban buat pildun,0.0005383113166317344,0.9923715591430664,0.007090109866112471
jaka sembung bawa golok,0.006473851390182972,0.9539006352424622,0.03962551802396774
kalo mau membela pekerja migran ya fokus sama point bukan ndomplengin idealisme pelangi laknat lobang pantat gajelas,0.00043714555795304477,0.9988676309585571,0.0006952232215553522
al hujurat sangat dilarang lgbtq haram jaddah,0.0005629151710309088,0.9988607168197632,0.0005764283705502748
ieu jelema kunaon sih,0.013180017471313477,0.9731631278991699,0.013656802475452423
bisa ga sih lgbt ni dipisahin dari dunia nyata hari bikin ribut aja kalian mau adu lubang atau batang ya silahkan tp jangan bkin ribut gitu lo,0.00019090370915364474,0.9991061091423035,0.0007029930711723864
si paling keras paling mantap,0.8915657997131348,0.10280785709619522,0.005626301281154156
susah emg kalo soal agama udh kayak apa aja,0.00026465210248716176,0.9989633560180664,0.0007719771820120513
every posts like this stinks of hypocrisy to me what have you done that is so noble that you can chat shit like this isnt western nation were also the catalyst of human rights violations yet world cup were being held there and nobody is saying anything,0.9390290975570679,0.055925749242305756,0.005045133642852306
cuman ga boleh pake atribut homo hari aja udh hebohnya kaya gimana ini sakit hati bgt kaya gaboleh makan minum,0.00015404541045427322,0.9991934895515442,0.0006524133495986462
tolol,0.0004125162377022207,0.9990799427032471,0.0005075176013633609
ngomongin apa ini yang jelas dong kalo ngomongin qatar sbg tuan rumah world cup udah banyak yang bahas kalo berita the guardian itu false information,0.008100776001811028,0.7656959295272827,0.22620326280593872
konteks,0.03250963240861893,0.9275912046432495,0.03989913687109947
haduh ribet deh sjw elgebeteee,0.00030017617973499,0.9991022348403931,0.000597603851929307
two wrong things dont make a right,0.0027308622375130653,0.9948484897613525,0.0024206952657550573
lariiii ada opini jeek,0.0004074487369507551,0.9970622658729553,0.0025303037837147713
idih,0.9351036548614502,0.05514252558350563,0.00975386705249548
niat nya mau savage ehh malah di hujat wkwkwk mampus lo tololll,0.00021932121308054775,0.9994636178016663,0.00031709132599644363
lo ga teriak ketika anak bangsa sendiri digaji ga layak sm majikannya diluar negeri ga usah keluar disini aja terjadi perbudakan dan kalian diem diem aja tuh ideologi sampah kalian dipaksakan ke negara yang punya aturan hukum jelas ya kalian bakal dilarang dgn keras lah,0.00019035444711335003,0.999545156955719,0.0002645099302753806
wanita problematik,0.012369571253657341,0.9848288893699646,0.0028014974668622017
susah ngomong sama lgbt lovers mereka tuh menyimpang tau ga mereka salah di semua agama gausah bela lgbt penganut lgbt adalah penghuni neraka jalur vvip maaf,0.0002911117335315794,0.9994053840637207,0.00030350868473760784
banyak cakap banyak teori,0.9870680570602417,0.010753847658634186,0.002178077818825841
mungkin kaum mu yang sleep dan baru koar koar sekarang gua tuh ga yakin deh para kaum lgbt ni ngikutin bola pada nyorotin migran juga kemungkinan karena disenggol masalah penolakan disana padahal udah berapa banyak yang masalahin ni pildun wkwk,0.0002541917492635548,0.9991957545280457,0.0005501158302649856
itu lu aja kali yg sleep padahal pecinta bola disini dan luar negeri udah sering banget kritik qatar &amp fifa cuma kan ini dua kasus yg beda jangan cuma gegara gerakan sodom ditentang disana lu jadi sotoy deh,0.0005898335948586464,0.9988836646080017,0.0005265390500426292
ni orang tolol mukanya kek gimana si di rl pasti nyebelin banget,0.00018585074576549232,0.999549925327301,0.0002642492181621492
giga chad qatar,0.8920719027519226,0.003534778021275997,0.1043933853507042
minta di respect tapi gak bisa respect sama kebudayaan lain,0.0002253358979942277,0.9987099170684814,0.0010647682938724756
mabok lu jelek,0.00039261995698325336,0.9993694424629211,0.00023798314214218408
cuy emang kek gimane sih kaosnya,0.0006809066981077194,0.9988517761230469,0.00046728187589906156
zero correlation,0.35874927043914795,0.5718291997909546,0.06942153722047806
source trust me,0.9971585273742676,0.0019437148002907634,0.0008977597462944686
ooh respect lgbt menyelesaikan maslaah pekerja migran ok have a nice day,0.09381662309169769,0.6272192001342773,0.2789641320705414
lagi sakit kah udh minum obat belum kayaknya lagi nyari perhatian banget,0.00030002256971783936,0.9991987347602844,0.000501312199048698
jelek opini lo,0.0009441429865546525,0.9987609386444092,0.0002949476183857769
barat invasi timteng lu diem humanity,0.0005243992782197893,0.998847484588623,0.0006280656671151519
kaum homo ama lesbi emg kudu kena ajap lg kek pompeii,0.00019376228738110512,0.9994387030601501,0.00036757526686415076
yg d masalahin pkrja migran yg d jdikqn sumber kesalahan krena lgbt ga d terima ajaib,0.0010525814723223448,0.9941176176071167,0.004829769022762775
bct anying itu cianjur gempa gblg,0.0011530241463333368,0.00042166904313489795,0.9984252452850342
mbaknya pendukung lgbt,0.2308926284313202,0.09799659252166748,0.6711107492446899
underpaying yakin yang ngelakuin underpaying itu gov qatar apa para jasa penyedia tenaga kerjanya yg amburadul,0.0004052163858432323,0.998672604560852,0.0009222492226399481
search dulu mba sebelum ngoceh udah ada suara tentang pekerja tsb tapi kami hanya rakyat jelata mana mungkin didengar kami jg sama ky mbak kerjanya ngoceh doang,0.000332043447997421,0.9991932511329651,0.00047469724086113274
berisik lu lgbt,0.001250697998329997,0.9977132081985474,0.001036110334098339
segitunya banget mbak ini belain lgbt sadar mbak sadaaar,0.10558769106864929,0.8857361674308777,0.008676166646182537
mabok ya neng semangat bener ngata in wkwkwk,0.9743544459342957,0.012379306368529797,0.013266315683722496
kak kaesang has spoken,0.08466524630784988,0.018146688118577003,0.8971879482269287
hahaa jgn bawa yg lain dulu dong tuntasin tuh urusan pelangi itu,0.0010197155643254519,0.9951781034469604,0.0038021602667868137
cacat logika kata gw sih mendingan lu diem riset dulu gitu mau aja nelen mentah² propaganda media hahaha kasian jadinya wkwk dan soal lgbt itu kaum yg merasa harus dihormati kan masa gabisa ngehormatin peraturan yg berbeda dari pandangan mereka nalarnya dimana,0.0004928189446218312,0.9992259740829468,0.0002812454185914248
padahal jauh sebelum piala dunia dimulai udah ada pertentangan soal banyaknya pekerja migran yang tewas tolong research dulu yang bener,0.0019068379187956452,0.7140138745307922,0.28407925367355347
si bule aja lompat kegirangan di stadiun lah lu repot sendiri nonton langsung juga kagak,0.0009202000801451504,0.9982627034187317,0.0008171186782419682
berarti tumbal proyeknya banyak ya,0.0008056028746068478,0.997169554233551,0.00202482589520514
maksa bgt mba pendukung lgbt islamophobia yg sekalinya ga kampanye lgsg mati kepanasan,0.00028159579960629344,0.9994046688079834,0.00031374371610581875
astaga itu aturan agama bukan respek kultur nangiss bgt terus yg imigran emg kita harus apadong,0.0002325906534679234,0.9994218349456787,0.00034556316677480936
yang salah mau dibandingin sama kesalahan yg lainnya ga akan bikin satu kesalahan itu jadi bener ngoceh mulu tapi turu ya anda ini,0.00031649411539547145,0.9994028806686401,0.00028063420904800296
perbandingannya sungguh tolol,0.0005217662546783686,0.9991173148155212,0.00036096374969929457
bego,0.0017622302984818816,0.9978061318397522,0.00043168020783923566
does this thread solve the problem,0.0079418970271945,0.9719056487083435,0.02015247754752636
nyambung ga sih ngebhas isu ham dan lgbt tolol bngt,0.0007247954490594566,0.9986918568611145,0.0005833419854752719
lu lagibete ya kak,0.01907372660934925,0.08454758673906326,0.896378755569458
kemane aja luu sayur yg elu maksud itu siape kesane elu cma maksain ego dgn banding in kek emak toxic aje loo,0.0003599163319449872,0.9994040727615356,0.00023602361034136266
ini semua yg pake analogi bertamu ke rumah orang sepertinya tidak tepat bedakan bertamu dg bekerja ayo ditunggu komentarnya,0.0010690181516110897,0.9966745376586914,0.002256459556519985
halahh taik kucing pecinta bola mah udah lama kali ngritik qatar ttg banyak pekerja imigran yg mati beda urusan yee sama campaign pelangi kalian itu bodoamat dikatain homofobia sama kaum kalian,0.00024300975201185793,0.9994695782661438,0.00028745338204316795
ya lu sama gerombolan lu juga fokusnya ke isu lgbt ngaca dulu lah baru ngomong,0.00014873068721499294,0.9991402626037598,0.0007110188016667962
kamu kebanyakan ngelem dek tidur aja,0.00023548978788312525,0.9992960691452026,0.00046842251322232187
isu migran bolehlah dipermasalahkan tp apa korelasinya dengan lgbt butuh pembelaan ya,0.020045625045895576,0.19836685061454773,0.781587541103363
yah dia tantrum kelojotan,0.00813379604369402,0.977290689945221,0.014575467444956303
harusnya yg lgbt yg jadi pekerjanya sekalian ga sih biar aku sekalian,0.001853585708886385,0.9952504634857178,0.0028959212359040976
kampanye semua harus bisa menerima lgbt harus bisa respect toleran tetapi giliran respect thd kepercayaan dan aturan negara orang tidak bisa dimana bumi dipijak disitu langit dijunjung mba tidak semua bisa menerima itu kampanye atau memaksakan kehendak,0.004896769765764475,0.9942904710769653,0.0008128022309392691
ini dua hal berbeda wkwk we sleep after all of those shits no bahkan ada dokumenternya kok yg saru political issues yang satu cultural issues,0.013386135920882225,0.9717571139335632,0.014856749214231968
ironisnya pekerja migran yg meninggal malah dijadikan tameng propaganda lgblktq,0.0006593213765881956,0.9939438700675964,0.005396745167672634
statment lu kaya wudu tapi pakek air kencing,0.00026455012266524136,0.998262345790863,0.0014731630217283964
opini lo nggak apple to apple,0.0005219127633608878,0.9990301132202148,0.00044798527960665524
brisik,0.05308213829994202,0.9307599663734436,0.016157979145646095
yah makin keliatan tolol begini mah wkqk,0.00032598801772110164,0.9992425441741943,0.0004315304977353662
tai,0.916639506816864,0.07314800471067429,0.010212548077106476
makin lu ngomong makin ketara otaknya ketinggalan di rm padang si gue rasa mending diem aja mbak,0.00025089088012464345,0.9993959665298462,0.0003531493421178311
mbak kamu gak nyambung bgt sih,0.00039498909609392285,0.9990361928939819,0.000568792165722698
perbandingannya selalu ngasal uda ke abisan bahan apa gimana sih,0.0023635821416974068,0.9960917830467224,0.001544672530144453
ki sopo sihhhhhh ra follow sering lewat tl jengkelk tokkkk opininee malesssssssss ra meh mlebu neroko jalur dukung lgbt aku,0.00037958877510391176,0.999339759349823,0.00028058572206646204
mba coba liat brand baju sama smartphone anda coba googling mereka digaji berapa,0.0017371753929182887,0.017203645780682564,0.9810591340065002
yang percaya hoax ribuan pekerja meninggal di qatar mesti gak tau syarat kerja di qatar gimana hehe,0.00016444959328509867,0.9961054921150208,0.003730068216100335
dua² nya salah kesalahan lain ga bikin kesalahan lainnya jadi bener,0.8557642102241516,0.13375547528266907,0.010480263270437717
ini adminnya malas membaca alias bego,0.0002301432250533253,0.9994082450866699,0.0003615809546317905
i guess its not about culture itu agama jir bukan kultur,0.0017459862865507603,0.9848664402961731,0.013387567363679409
gausah belaga peduli mbak,0.9889538288116455,0.009577509947121143,0.0014687152579426765
halah homo,0.0006186348618939519,0.9987747073173523,0.0006066989153623581
out of context,0.004059892147779465,0.9938616752624512,0.002078440971672535
budaya dan bisnis bedalah ente skrg mo bhs timun ato pohon durian jgn kbyakn minum air kecubunglah,0.4418987035751343,0.21091097593307495,0.34719032049179077
aneh,0.026645289734005928,0.9713125824928284,0.0020421266090124846
contoh orang muslim tapi islamophobic,0.00032385592930950224,0.9990445971488953,0.0006314853671938181
wkwkwkwk,0.9796669483184814,0.014859662391245365,0.005473339930176735
eljibiti emang ngerti sepak bola,0.902741014957428,0.05934608355164528,0.037912897765636444
wuisssssssssssss,0.9939711093902588,0.005239462945610285,0.0007894933223724365
hanyur km bisa loh ngopi sambil liat baca buku ngga semua hal harus dikomentari,0.27109938859939575,0.06376878917217255,0.6651317477226257
kalo sepakbola nya lu ngerti kagak sih,0.0024229164700955153,0.9968358874320984,0.0007411970873363316
damn,0.744879424571991,0.1511605978012085,0.10395995527505875
misa lu mau bahas humanity harusnya lu fokus ke masalahnya ga usah pake bawa bawa isu lain sebagai perbandingan yang ga apple to apple bahas pekerja migran ya bandingin jg dengan isu imigran lainnya,0.0006643218803219497,0.9977948665618896,0.0015407769242301583
apple to apple ga sih ini aneh soalnya ngebandingin pekerja dengan lgbt yg jelas jelas haram di semua agama,0.0011425991542637348,0.9980756044387817,0.0007818228914402425
bule kl ga boti lesbi mereka otomatis mati makanya koar,0.00044436388998292387,0.9989929795265198,0.0005626733181998134
beda konsep tapi migran meninggal harus usut tuntas tapi knp sihhhh dukung world cup harus bawa atribut pelangi fokus aja sama negara yg disupport heran,0.6000725030899048,0.3635847866535187,0.036342646926641464
lo koar ampe mampus pun qatar mah bakal ttp sm pendiriannya mbak wkwkw maksa amat lo,0.0005497398087754846,0.9987419247627258,0.0007083338568918407
makin bloon asli,0.023672770708799362,0.8931733965873718,0.08315376192331314
yhh orang kalo dah benci gini dikasih fakta pun juga udah tutup mata gws seh mbak,0.00032941438257694244,0.9993775486946106,0.00029310683021321893
gak jelas,0.0003587585233617574,0.9991804957389832,0.00046069768723100424
ga riset sih qatar udah tnggung jawab juga yang pekerja yang meninggal di jam kerja lagian kalo namanya pekerjaan kontruksi kalo di luar jam kerja dan operasional itu ga masuk tanggung jawab juga ko ini kemakan media barat nih etapi katanya kaum lau lebih pinter ya tp ko gini,0.0009583559003658593,0.9983527660369873,0.0006889533251523972
keanya migran yg meninggal karna pembangunan itu juga pada koar koar deh mba lagipula hubungannya ama pelangi apaandah baik lgbt ama pekerja migran yg meninggal dan under paid sama sama tindakan yg gadibenarkan,0.013076434843242168,0.9850078821182251,0.001915709930472076
ter wakilkan bsnget sama bang junot educated dan open minder adalah justru mereka orang yang sebenernya paling close minded gitasav tolong baca ini,0.03435838967561722,0.9620306491851807,0.003610956948250532
banyak typo ygy,0.00133134750649333,0.9977748990058899,0.0008936829981394112
tag dia ah di ig,0.0009281458333134651,0.0013751619262620807,0.9976966977119446
sangat sngat setuju syekali,0.9943970441818237,0.004871391225606203,0.0007316478877328336
tp bener juga yaa kalimatnyaa org skrg berlindung di kata open minded pdhl mah memang anti kritikk,0.3566429018974304,0.6365740299224854,0.006783116143196821
aku suka aku suka,0.9951056241989136,0.004031478427350521,0.0008628283976577222
